,avg_burstiness,avg_sentence_length,vocabulary_richness
10080,1.1339324789692091,-0.5125936106423358,-0.6359475763685223
15501,1.050115365174882,-0.3979729936492928,-0.22491508780581437
19642,1.813731555643969,-0.4451598753894945,-0.7883913320688655
18931,-0.15210152619171452,-0.21167963075062432,-5.403549484835653
3377,1.1170318206085275,0.738193414208754,-0.7339298978825173
10029,-0.16553792034677278,-0.6088079971693428,0.1458416473164145
9696,-1.7743001759828545,0.34353514798244716,1.037889352934455
15165,0.8545659675173088,-0.20721751427400953,-1.165073549526453
17669,0.037386682857619855,-0.2857427961972935,-0.08409840190933197
19550,2.4119495051641686,-0.3624991676602051,0.2648295046207691
14496,-0.368414195018829,-0.5686489488798093,0.2555830246856318
18372,0.30477124602275946,-0.5580186125678741,-0.8542048796234897
4149,2.336479323863882,0.4647294187133602,1.0574818763081377
14532,1.1823660898256567,-0.9759286302828264,-0.3670655309465823
17300,-2.3031952065352614,-0.25311356946204766,-0.24295138059141785
2978,-0.5102393279298867,-0.38425198548370226,-0.8335567760874999
6172,-0.950059250045421,0.5020199635536412,-0.06624445802977048
1457,-2.0061445729373344,-0.5843779094598766,0.4210147949224125
8481,-1.7128910896660337,0.5793978440972241,-0.8267867296299637
15212,1.4543812646489964,0.15284486186737428,-0.5607784149210482
4917,-1.4504406618585373,0.02760136530784481,0.45365943667797354
6752,0.14832784936904084,-0.2216496722530606,0.5273622876518678
8577,-2.4838246652506575,-0.3573575925382874,0.7672578418021929
7803,0.1853519890359204,-0.7225083026390838,-1.8450570413345988
7850,-0.985981294130874,0.09285981877833643,0.1026780186040518
19739,-1.2002524141039335,0.1477597875709723,1.1882581820990987
12964,-0.9004561034339387,-0.4234070575659971,0.547616506240115
2347,-1.890939341182447,0.08017067504796317,1.9522840731471642
15145,-0.34908072116605554,-0.6883334809532212,-0.7342395500713165
5257,-1.1048048318712183,0.09648528841558608,-0.06516506599047642
1552,-1.4141163981552507,0.2130182410414639,0.47179574032076416
17605,0.36735544075139365,-0.6286086390343208,0.17382351246234917
19741,-0.8823762523508537,-0.12539345338408536,0.6112077327964829
7924,0.6247758632985514,0.06385606168034026,0.02514587599055567
5533,-0.3281986158923827,-0.291439962770114,1.19240196620701
9397,-0.636495834240516,-0.2021976332378179,0.0040992423611922735
14376,0.18941410987010912,-0.2904041143023285,-0.9565583103950211
6350,1.7094962792153492,-0.1609230558291308,0.5456925303811272
15426,-2.009364634006147,-0.01771700515777427,-0.4473838681859778
12206,-0.25944216081975136,0.024700989598045196,1.036581985289686
3855,0.9307871789278369,-0.18531257884335492,0.09216450094887188
7993,-0.5381992331925641,-0.3494474769661066,-0.3869803273286212
7478,-1.2519399752465665,0.47715960032678717,1.3597709574746786
5071,-0.6648061797617718,-0.25591036032506864,-0.3834729452792472
12845,1.5457840397793434,-0.03403161852539718,1.3929787501537798
5580,1.29685223542697,0.2514741154080037,0.3719887099231175
12096,-1.0287004473667278,-0.17542493437812912,1.340043459237034
16873,-1.5204771247907087,-0.4174250326645355,-1.114705531895548
8934,0.15210135843405512,5.251903112584425,-0.3485677489224955
16495,-1.1639236001239819,0.2759460354594381,1.321493907154372
6494,0.7038722394961489,-0.23446829704190728,-1.79362643276986
1333,-0.9483753311928792,0.9905261009613215,0.9846207916531736
14019,1.1783023108325643,0.08250133410048066,0.18258284919771706
2553,0.3782931481862178,-0.30259525396165127,-0.859778222310993
7338,-1.1892281340813047,-0.47452617945121567,-0.4633237498043406
3310,0.7275412031655935,-0.5030767528445558,-0.7618526611295903
18250,0.26347189164109425,-0.4927601590973824,-0.9248568500559814
8601,2.0825453436172072,-0.12539345338408536,0.8958765425213406
7599,1.7142661201956584,0.08393558582510685,0.5400229000891011
14342,-1.4625734948213025,-0.6009644330502932,-0.055987937077681016
16809,-1.462960521392073,-0.05479567190237168,-1.4337744426100238
2627,0.2958003453833854,-0.34074634983670776,0.11238319195102588
12681,-0.6415193912001327,-0.02750577317834792,0.4739912576362887
2424,1.3570154134652936,-0.25808564210741847,-0.06918562023079633
2681,1.440553985569157,0.8469575033262398,1.8327659364327404
2747,0.46203223630723117,-0.025874311841585722,0.1458416473164145
885,-0.7699455400514603,-0.05034623189302008,1.4675716298053347
5108,-0.7432640265242358,-0.03699791186496506,-0.0016984875560876814
8022,-0.15408097506512194,0.5859236894442733,0.02197130954516147
19764,-1.3339710728806102,-0.3331328635984837,-0.6830528155669825
891,0.31600383126925335,-0.07481815194445444,1.869487131905773
8516,-1.591659515920973,0.8078024312439447,0.9209841071388224
17460,0.09986415451444516,-0.568120540349684,-1.029411600544928
341,-1.2895363339457901,-0.052158966711644904,1.0546211446189606
12636,-0.9991619526739496,-0.6825374998884077,1.0252041866830808
16117,0.7290289665962444,0.009474017121597319,-1.2926886711201409
1194,-0.5367805587462636,-0.6229114724615001,1.0841176078465597
6014,0.6444544459644947,-0.01920015182755821,-0.06454587985940881
9031,-0.136404113103934,-0.20721751427400953,0.4098810515130282
15751,-0.8488117772194201,-0.28023396570952475,0.06114890474723164
11820,1.3921935792094475,0.174795432580176,-1.324318327827103
5955,0.9839032251972113,-0.41805251779405933,0.9598389286088189
14523,-1.9136716901466866,-0.04490802743714586,-0.12671749375086605
6657,-1.5675919700247152,0.12258866980378264,0.36072975501523735
10165,-0.3918429853080088,0.3994709652428686,-0.7734406366456845
5178,-0.028288530569932097,-0.13191929873113462,1.153836520929973
14481,-0.5294676699597122,-0.14195906080351792,-1.596952509212726
15084,-0.05958240069725903,-0.6394850479460695,0.07461620309794383
2106,-1.077596731443944,-0.2102294428957245,-0.8706143695303914
3019,-0.7141356580815007,-0.11016648090763749,0.7116194150866042
2946,-0.772278241492211,-0.4364587482600956,-1.0786499777622893
16771,0.56937631755408,-0.04490802743714586,0.07878234575320017
11365,-0.7858006201565625,-0.4431519229750178,0.7679706980061074
19584,-0.6299134725631979,-0.38291335054071785,-1.5350683387532171
5662,-0.5836825957895367,-0.3573575925382874,0.8737656872291725
6288,-0.22043855354166503,0.6605047791248353,0.14003684487692442
8694,-0.32336078375774896,0.48803600923853585,0.2676474794581452
16892,1.22436297306324,-0.04708330921949545,0.4739912576362887
7351,-0.733979698527064,0.45540678250329003,0.503458660308984
4415,-1.7853536548440658,0.5020199635536412,0.6641441552250428
10357,1.8659364930847686,-0.5191194559893849,0.08200889027769638
7794,-0.5329666339557443,-0.31138004577498657,-0.539574221684511
1563,-0.43774160370351006,-0.37515535257569427,-0.46373735660010257
10980,-1.4979864260468214,-0.1890204455178148,1.3514134407093887
13896,-0.5024110544658197,0.005123453556897892,-1.3220218552729164
12340,-0.5112312217412618,-0.36576209033372953,1.0109080949759248
16904,1.4495350553158612,-0.42966099269025265,-0.06226052013928957
17212,-1.2639648674963575,-0.4933507333369344,0.9487200960497948
19070,-2.7532719241078785,-0.10681989355017639,0.30905903355618025
13983,-0.4304937422702244,-0.24068338784862073,2.1979602430601464
7416,-1.2038462322610899,0.007920244419918837,-1.087039082782303
655,-0.02350882687112733,-0.01771700515777427,1.769001851148591
4081,-1.5965706942125804,-0.17542493437812912,-0.16667289235230562
5255,0.8314689724452816,0.509788827062033,0.7756245225113032
5073,1.0001625808972732,-0.07391178453514204,-0.06945104218552206
8551,-0.6908286903270004,0.6801859000127611,0.018574864799820963
17699,-1.0133897717820486,-0.4130326367578677,-1.4209565554841292
13001,-0.1858662580555031,0.3176389362878077,-0.03494208889027682
11661,0.7385694419435859,0.5424180537972788,0.5263491900439796
13811,1.2728541710114223,0.2036956048313937,2.0263768862955236
9403,0.22197747805024132,6.002375327495079,-1.4417393146680224
16578,-1.1824098662110085,-0.30259525396165127,0.28010111019105977
15873,0.06584972266229928,0.3062446031421664,-0.3834729452792472
18390,0.31757671891468303,-0.25808564210741847,-2.0178428326466262
4851,-0.599817157102415,-0.3603238858778553,0.1289062495742504
16300,-0.7915554270095255,-0.10291554163313844,-0.14146358387243008
6002,0.3398731234297191,-0.4760093261209996,0.386435957218268
12279,1.9214732175181999,-0.1609230558291308,1.064679846364778
12419,-1.5346723482822249,0.1647100352256456,0.24774734787461766
9,1.1673286916003465,-0.5053426713678366,0.42772219643977333
14724,-0.9457729111480417,-0.41075087265050797,1.5223507757994459
2872,0.2411857685179226,1.336395904354927,0.54901510262725
16923,0.3357989912160288,-0.14195906080351792,-0.8822377582144464
10404,0.873293433979316,-0.26968714494661694,0.2654907054205998
15096,-0.015660218705088887,-0.6002446706958392,-0.5688213847693898
9597,-0.11062237415042,-0.1156046853635117,-0.4586735943039646
12040,-0.9145438706099922,0.1477597875709723,0.6916833980198952
4400,-0.6378198725089422,0.10736169732733476,-1.592472092740149
18511,-0.21203638859984994,-0.3039643124260671,-0.8133276681589768
11997,-0.4218517436307642,0.1384371513609021,0.7802879183163807
10823,0.5262504996682021,-0.14697894183970955,-0.01746585452971342
8692,0.0009636881699522436,0.003617489246040283,-1.1002227153243607
11007,1.2509882703737347,-0.02937030042036196,0.9785675460530276
8157,0.1430941946052098,-0.11412153869372776,0.5213457283886929
9283,0.3380358548514771,8.123275065286057,-1.3809439618884307
4705,1.3632834195441055,-0.2743013790303892,-0.4300986020640478
6475,-0.27274054020267885,-0.14823391209875753,-1.3843411182291505
14,-0.06466310284625781,0.2531055767447659,0.22722937827080958
18823,-0.11703807418308548,-0.39730367617780055,-0.6586090633805356
9952,2.001886439811509,-0.05034623189302008,0.7159781858431262
13497,-1.4634179164302568,0.24776624873354383,0.6156117539495574
6889,0.45134268931650207,0.039384141628905904,1.0182157926150652
16792,-0.27772978606159043,-0.41470593043659826,-1.0285245131354437
2813,-0.15831740747985001,-0.284189023495615,-0.0006332775170493776
10920,0.8996155351226058,-0.16454852546638044,0.9262247752752985
13,-3.1046212336934618,4.805970347202732,-0.4214675890496018
8093,-0.21395275363374894,-0.4190564940012977,0.8774508297778675
4390,-0.7428862033387525,0.40102473794454707,0.256982768057029
3089,1.2776852052554688,-0.2122373953102012,-1.567234091336568
9537,-1.5158576394565983,-0.16672380724873026,0.6757009370803406
8181,-1.467406826646974,0.20623814197959484,0.20287188336411727
3329,0.7414037967555145,0.23166351346160455,0.09290337664785785
16963,-0.7460523030558645,-0.4349049755584171,-0.09911194562623578
19343,0.5948597553957352,0.09351899507601819,-1.5796410792577507
15759,0.7085550934585042,-0.5196312869969967,0.10054577753438884
7939,-0.05108999511230592,3.235416900346233,-1.8961963105850812
2512,1.724310054855193,-0.01590427033914945,-0.5802469120305858
8625,-1.916175769894899,0.19872353218602296,-0.11647017375233017
18636,0.7919554354857392,-0.40801275572167606,-0.7197160403311988
4819,-0.7554759500232348,1.7083690891367294,0.18480814628332176
7360,-2.7729105367564935,-0.06666084526064299,0.28862913993207906
704,-1.3007736219702812,0.2088748471703216,0.031543108372940734
14730,0.3586052748035344,-0.17760021616047872,-1.9127903183007369
19954,-1.2258583684736735,-0.5343464284658329,-0.5044776259826567
920,0.7090163321524708,0.5020199635536412,-0.5411623029379887
9265,1.0168435648166914,-0.3349455984171085,-0.0727271972006699
18683,1.0191245583811288,0.19437296862132353,0.8252933889431667
13407,-0.7289153501446916,-0.1272579806260994,-0.3159354490726933
19384,0.22030404079431393,-0.5851030033873265,-2.1382708624001685
17738,0.31158811599466035,0.004035812665722862,-0.8446446304775552
3023,0.6018569907480795,-0.32361600580070377,0.6537100321785443
8108,-1.429516872423711,0.32488987556230675,0.33420998854786843
2230,-0.5770244486837115,-0.3230333410375743,-0.049010569402409575
8757,-1.48057023036214,-0.18785511599155605,-0.4220303689610113
5189,0.5905777592935912,0.05660512240584122,1.513179606560613
17961,1.6102767401632243,-0.19717775220162626,0.7096611267757043
12218,-2.499417677916006,-0.3349455984171085,1.5583299781979445
4935,-1.7440359533698966,0.1197918789407617,1.1528185257507755
4523,1.387568134521045,-0.4833109712645511,1.8341705299197701
17230,-0.4307076398081563,-0.26896205101916715,-3.043131381750139
12896,0.2910438973407362,0.6439312036402657,-0.6905471186052763
3669,-1.5403941545635866,-0.43102054380422117,1.341742304353516
3650,-0.33251783242218375,0.055698754996528814,1.6547566512927485
16497,-0.7992803209877366,-0.5134302574817011,0.21795625980106373
11226,0.9470539347970716,0.1664050599911129,1.4675716298053347
2532,-0.46883515591510727,0.13377583325586712,-0.5268118232474734
1478,0.08102022313846628,-0.7192453799655593,0.4964252884776418
18350,-0.5254531581285158,-0.2423566815273513,-0.5969564884213837
15767,0.4522389403400759,-0.18211810909305132,-1.4773552588380658
8689,0.3012121408818937,4.1098801768508215,-1.6626652841438585
7796,-0.4858732408243656,-0.1727058321501919,0.5859797597714574
4916,-0.6641200872044964,0.09182397031055087,-0.8251058477334975
16444,-0.9010670525206553,-0.28616655238866023,-0.35434218881361135
4132,-0.43595247699842005,0.18505033241125332,2.1401540854335623
11793,-0.4742316526370507,0.5621933427277309,-0.8215234095016449
15134,-1.2873208267295886,-0.2515597967603692,-0.36822025443428047
11048,0.5218240960728774,0.1617437418860777,0.4133314616167858
1215,-0.04224898441831022,-0.29098677906545795,-0.13834088243492196
7915,1.3579897104727423,0.5562607560485954,-0.25467244481063367
3375,0.6582008004156183,0.4087936014529388,-0.3515094447160829
15991,-0.24495880343451915,-0.7130302891588458,-0.6647012150563406
2825,-1.0104452059639473,0.28682244437118676,-0.6709034185043541
9007,-0.00632151786808445,0.651182142914765,0.5738350212708754
2999,-0.350158166973068,0.5952463256543437,-0.7840401641594981
6647,0.8390279890143086,-0.4522789794044572,-0.590725643079767
11846,-0.41140932860808305,0.5532944627090275,-0.5044776259826567
44,-1.2813148451534402,-0.06666084526064299,1.3664408987392846
9284,-0.6510843286162653,-0.23343244857412168,0.386435957218268
4493,-1.0395413583885915,-0.5654218824994004,0.4382332585671584
10274,1.0562246373069197,-0.3276946591426095,-0.03262339487994542
18693,1.245424419007506,-0.5397846329217073,-0.2747157018939978
17409,0.7852768282149193,-0.8393209343512639,-0.5373007579953226
3172,-1.40900367912911,0.055698754996528814,1.0182157926150652
15862,0.08587481174264107,-0.5278205831187838,-3.2977537427243777
10573,-1.2400658574232757,0.028260541605526567,1.1531515501960155
9078,-0.8741346396775553,-0.12187953665875133,-1.6707929168327087
2853,-1.1402216943040524,1.2221936107815667,0.8704469038812253
6521,-0.3775445036656469,0.5750472805325246,-0.008111486770712616
142,1.008548156597305,-0.3929531126131011,0.5835168407748357
19029,-0.3914217920080072,-0.40926772598072403,-0.41667278547224124
1793,0.6753612821160406,-0.04886308522323614,0.41753058816135896
10449,-1.8108974085149319,0.25963142209181517,0.4771253668086748
8369,1.328335579907893,-0.13191929873113462,0.7399007416231002
9250,-1.5911730822677321,-0.24793432712311977,1.2773495404191926
8020,0.9064006638033173,0.08995944306853683,-1.2705230061837667
3507,0.31620062444083163,-0.8171330601712967,-0.5962585347426009
833,1.0979942973976442,-0.9891780738662291,0.386435957218268
9768,-1.3693510158143496,0.39739926830729744,-0.11556590313147817
13886,0.34716275010248765,1.0688362451259112,-2.288086619550907
16483,0.010135828204327266,-0.5654218824994004,-0.5432686001794436
7191,-0.14628454000827468,0.277429182129222,-0.4521723769044096
6283,-0.259431575199259,-0.2394038103295915,-0.01098897163570919
9240,0.6466107368587887,-0.13917023800563366,-0.3757901084091903
10866,1.1541581532490202,-0.4431519229750178,1.2382159531197112
18134,0.9101574017169315,-0.21893057002512337,-0.07777690981800396
4540,-0.10473684586406226,-0.5786887109521928,1.2328038612591448
12185,0.3176783622565016,-0.34074634983670776,1.064679846364778
4348,-0.3965439898671176,0.5088000626155104,-1.0852307497024565
6354,-0.11181557859785536,0.17572769620118311,0.8903290161039521
15280,0.2929790301945897,-0.25699800121624367,-0.5044776259826567
4577,-1.1458550756342465,-0.2232811335898228,-1.0701041567125458
7429,1.245790069110705,0.18621566193751207,0.5890670000951284
8637,-0.4840843180083588,-0.014454082484249642,0.381195289081792
15323,1.9354954169189322,-0.44422761176848735,-0.33627609886381055
19615,1.060963595106304,-0.4130326367578677,0.06445666223688087
15356,-0.6886610902147294,-0.2021976332378179,-0.2642609265121849
19482,-0.2971841893427848,-0.03765708816264681,-0.38920776426993015
6745,0.6146552127859742,-0.17030662430201213,-0.928827374014171
1998,0.7608941542563652,-0.5560992462893302,-0.4173022108522437
11215,0.8057892364657664,1.336395904354927,0.5317955418457871
82,-0.19399644622477638,-0.4022757488231713,0.14410746258761675
12691,1.0630829210138384,-0.03978971736102888,-1.0614686371594177
146,-0.23471798551134965,0.29226064882706093,0.3242699871904697
13674,1.1486547409371468,0.025788630489220227,-0.7328526571693721
17362,-1.7391936565253165,-0.44422761176848735,-0.4009800054661245
17772,0.46775208162683185,-0.29803172574693154,-0.3141650999937277
2830,-1.1231160080216926,-0.27693808422111593,1.3022951207488176
13609,-0.39738754628999706,-0.1912451655224907,-0.5398807421709904
19130,1.2103447291068083,-0.19717775220162626,0.1458416473164145
7859,0.12442895862395013,3.2180146460874353,-4.053762384863758
892,0.8182514920445829,-0.6159194953039475,0.8545518226111228
17953,0.5714127087781705,-0.40801275572167606,-1.5712294163942893
863,-0.7514842088225121,0.10736169732733476,0.8642896063896719
574,0.23463233540781367,-0.33422050448965873,1.9667356125538116
14051,0.5900679978528599,-0.31138004577498657,-0.3274620450409888
8053,-0.8633918588397981,0.021904198735024253,-1.146405682852062
7676,-1.3226033336405063,0.3901483290327984,-0.29350663992355325
7831,-0.25828142452054553,0.22700219535656932,-0.10899891343980703
5496,-0.4820416777737357,-0.5289082240099587,0.503458660308984
813,0.12858853627317385,-0.04218892520920863,-0.06860055033059197
12625,0.9959298617343999,-0.48676213947693286,-0.3173857735104632
7521,3.472789335646655,-0.5426636823395231,0.8051653413227027
18090,-1.2415813229112331,-0.13735750318700884,-2.80733324201524
18859,1.408896745420893,-0.012278800701900044,-0.5623870088907166
16692,1.1475336984562938,-0.43956629366345235,0.013010476600007679
1977,-0.6985430068884829,0.5750472805325246,0.8536002879017974
16523,-0.9327782768301957,-0.14195906080351792,-0.24295138059141785
10946,-2.1818989872202064,0.1291145151508319,1.2971476200458798
9776,1.4288692165446624,0.30857526219468384,-0.9979662803296032
3234,1.1153437643632274,-0.08116272380964108,0.009644700323047869
7040,0.7786132403007803,0.014912221577471544,0.5456925303811272
6088,0.11820597876234758,-0.6322341086715704,-0.6170792038594397
5619,-0.36109587440789215,-0.2363328242839213,1.0514714501328961
12194,-1.1629943789613775,-0.13191929873113462,0.6066770308318977
7291,-0.6718554444678949,-0.25518526639761885,0.2654907054205998
18891,0.5681446469708551,-0.4833109712645511,-0.5425401311804423
19400,1.0261179342545144,-0.45821156608359276,0.4140849994555374
6378,-0.4895886959037643,-0.17760021616047872,0.7515850455442803
5139,0.7074254495385351,0.371503056612658,-0.03674799480217131
5757,-0.4799683211446069,-0.6104812908480732,-0.6887347534173931
16246,0.34914288604596566,-0.2920991390677958,-2.57844157199225
9208,-1.3549589012116636,0.1617437418860777,-0.2291348997028239
9796,1.5375425107784533,-0.07670060733302628,-0.3401401880003248
13216,0.562659144707613,-0.06122264080476877,-0.2677677396431413
14247,-1.770821902469845,-0.39730367617780055,0.3215505528568416
1916,1.0392952674974216,0.20162390789582257,1.2521069888951648
971,-0.9349718896085659,0.18621566193751207,1.2083351079177111
11282,0.42470880119145316,-0.3276946591426095,1.8186707175804544
9786,-1.788537260506857,-0.34549241918001633,1.4524601412552358
19975,-0.4816583023970289,-0.33422050448965873,0.13895996188467702
11494,0.9074265239668328,0.1291145151508319,-1.4745835276903299
8392,0.5722892338853691,2.8047111074409887,0.01987599039878313
7871,-0.9759433401424286,0.3155672393522366,0.7798492820772889
7179,-0.43039553774023054,-0.6088079971693428,0.6153170711345269
19197,0.9196417769914503,-0.1591103210105062,-0.0016984875560876814
15695,1.0439385201577698,-0.4628728841886279,-0.7439341460244239
8353,-0.6707892477767692,-0.34688832192804814,-0.8390651716736701
5499,0.7575923338244777,-0.4756138203423906,-0.13133766916921555
6878,-0.4581002141058602,0.03122683494509445,1.8653525053318023
4389,-0.7089526870678328,-0.3331328635984837,-1.5402137255717487
4073,0.5670163875373772,5.937116874024587,-1.4914549346765498
3253,0.5339297007679811,-0.667970880810173,0.31926012019616545
8435,0.5129541322791453,0.12095720846702043,1.4633169388543352
9712,-0.5724123820486939,0.2130182410414639,1.8547935295309013
11440,-0.22375374267223588,-0.03403161852539718,0.49267859307591827
7276,0.7098619364247429,-0.22048434272680187,0.31472827857038876
13129,1.3719231035986836,0.1291145151508319,0.8467413085387456
12516,-1.5545310080364207,-0.09929007199588881,0.048293756321552646
1795,0.2775544675930713,-0.9174377201352004,0.5174526606301681
474,0.3236787649608079,0.1664050599911129,1.7620831674080815
286,0.899277293413697,-0.17542493437812912,1.340043459237034
5500,1.1108013584667837,-0.19717775220162626,0.3281653931278292
18833,0.5876146179909076,-0.06122264080476877,-1.6626652841438585
14420,-1.6775652311577693,-0.6132003930760104,-0.10812007185637806
16839,1.0465107628672163,0.06385606168034026,-1.4052902489969248
18112,-0.6013778846536637,-0.4933507333369344,-1.1163503510489516
14773,-0.35644505091039547,-0.47044752610930995,-1.7494209139686676
16492,0.09087244298365332,-0.4428566358552418,-2.467300920340061
18301,-0.4199733208123709,-0.2717588418821881,-0.5044776259826567
262,1.397921102047326,-0.16454852546638044,1.116985095443025
3853,-0.14861508848807764,0.06385606168034026,1.2473539574672003
15546,0.40998706321828954,-0.36964652208792553,-0.21607516565002532
17091,-0.6241633635117474,-0.03040614888814754,-0.7760144453601628
15630,0.8820860764609028,-0.4038295215248498,-0.69843249696659
2465,0.2049304853442556,-0.34219653769160757,0.4606787558183447
3116,-0.7399265883858002,0.1384371513609021,0.11916188225798988
4467,-0.14947210903151664,-0.24612159230449496,0.2512888967157543
15647,-1.0507909235768809,-0.37515535257569427,0.8876873368575754
252,0.09528722785047673,-0.41470593043659826,-0.3515094447160829
13946,0.29672910131510083,2.4457896133532846,-1.6941377748547601
3087,-0.4864221148701859,-0.22980697893687205,0.0574153962935703
13121,0.2668044008418892,0.09104708395971185,0.16444263863189865
7050,0.8857629996804754,-0.24793432712311977,0.8467413085387456
17956,0.26995422911992606,-0.38425198548370226,-2.2590454961820883
14877,0.07028013455440041,-0.04886308522323614,-1.3278766642066357
18769,0.7325173660874575,-0.2423566815273513,-1.0072567644092247
14745,-0.19061630629268217,0.11279990178320898,-1.370307234510933
14538,-0.8282922348382363,-0.2920991390677958,-0.7317854841264438
13134,1.1891131514609823,-0.07391178453514204,0.9123344606999775
14072,0.3906463236420191,-0.4473351571718441,-0.9909164424103617
3180,0.7311253605212522,0.3611445719348022,-0.4738839897293419
1257,0.7133192804746656,0.22700219535656932,0.05566404141894261
13568,0.47562955300536686,0.5315416448855304,1.5538558804903595
18334,1.1492225416742023,-0.15367211655463175,-0.04714198660618205
10704,0.27052509195648794,-0.08116272380964108,0.9262247752752985
18912,0.33224806761912895,-0.20311033888076177,-0.1519857300205521
1642,-1.4376045330872245,-0.29506543240736366,-0.21042998220079798
15925,-0.8202061439846342,-0.4166834593296435,-0.590725643079767
19709,1.4293268006671942,-0.31138004577498657,-0.5398807421709904
10250,-0.5250203542214174,0.4064629424004213,-0.4374750341882072
5539,-0.19235228955186726,-0.01920015182755821,-1.4052902489969248
10439,0.633028582720018,-0.24068338784862073,-1.434825089095753
16462,-1.3209217699192264,-0.02513273850669375,-0.6622074626972175
14558,1.6253180000727219,0.45540678250329003,-1.2143345777588765
11693,0.5649211710782662,-0.11016648090763749,1.0843928799369822
18240,-0.7636035080094195,-0.04218892520920863,-0.19771440841563526
12416,-0.6816412681026568,-0.21757101891115488,-0.3820106530653092
17486,-0.28588504080966864,-0.4404138060461859,-0.5478322442025948
2826,1.5739323776697203,-0.7192453799655593,0.4149084531762356
9860,0.03226385842996405,0.03122683494509445,0.3313279005254275
2403,0.4919458718044356,-0.15802268011933118,0.10357089455197376
8889,-0.3574144021493416,-0.08841366308414011,1.1009310090922757
17632,-0.7510251444593717,-0.1156046853635117,-1.5140676223420433
3173,-0.5215784438395356,-0.5843779094598766,-0.1651017075447233
18218,0.04058694846904183,-0.10180001251398474,-2.227634873490786
1175,-0.6322976641211163,0.12095720846702043,0.5187755477325792
1216,1.5663255477723534,-0.28616655238866023,1.1016882773163685
6775,-0.46172278280827395,-0.07209904971651722,-0.6529632231828111
9196,1.4361666944808946,-0.3692227658965587,0.6537100321785443
12595,0.20294442794161646,-0.2542788989883064,0.011911775745267453
715,0.6838351270339675,-0.11886760803703633,0.639499140667365
8180,1.1119702568976972,0.35751910229755257,1.5223507757994459
1853,0.4183362804899806,0.16990104856988916,0.10739509908363833
13218,1.3160192655984715,-0.24793432712311977,0.3465663438264035
17999,0.7115531449692872,-0.5104183288599861,-0.7459720738545671
5098,0.8602226509354517,-0.2624362056721179,-0.2453397481292367
1558,-0.2258784662448791,0.33576628447405543,-0.3654951070033126
